unit	files	lines	class_key	in_build
src/sql/engine/expr/ob_expr_mod_result_type	src/sql/engine/expr/ob_expr_mod_result_type.map	2010	-	yes
src/sql/engine/expr/ob_expr_mul	src/sql/engine/expr/ob_expr_mul.cpp,src/sql/engine/expr/ob_expr_mul.h	1362	oceanbase::sql::ObExprMul	yes
src/sql/engine/expr/ob_expr_multi_mode_func_helper	src/sql/engine/expr/ob_expr_multi_mode_func_helper.cpp,src/sql/engine/expr/ob_expr_multi_mode_func_helper.h	103	oceanbase::sql::MultimodeAlloctor	yes
src/sql/engine/expr/ob_expr_mysql_port	src/sql/engine/expr/ob_expr_mysql_port.cpp,src/sql/engine/expr/ob_expr_mysql_port.h	111	oceanbase::sql::ObExprMySQLPort	yes
src/sql/engine/expr/ob_expr_mysql_proc_info	src/sql/engine/expr/ob_expr_mysql_proc_info.cpp,src/sql/engine/expr/ob_expr_mysql_proc_info.h	1015	oceanbase::sql::ObExprMysqlProcInfo	yes
src/sql/engine/expr/ob_expr_name_const	src/sql/engine/expr/ob_expr_name_const.cpp,src/sql/engine/expr/ob_expr_name_const.h	195	oceanbase::sql::ObExprNameConst	yes
src/sql/engine/expr/ob_expr_neg	src/sql/engine/expr/ob_expr_neg.cpp,src/sql/engine/expr/ob_expr_neg.h	410	oceanbase::sql::ObExprNeg	yes
src/sql/engine/expr/ob_expr_neg_result_type	src/sql/engine/expr/ob_expr_neg_result_type.map	47	-	yes
src/sql/engine/expr/ob_expr_normal	src/sql/engine/expr/ob_expr_normal.cpp,src/sql/engine/expr/ob_expr_normal.h	196	oceanbase::sql::ObExprNormal	yes
src/sql/engine/expr/ob_expr_not	src/sql/engine/expr/ob_expr_not.cpp,src/sql/engine/expr/ob_expr_not.h	179	oceanbase::sql::ObExprNot	yes
src/sql/engine/expr/ob_expr_not_between	src/sql/engine/expr/ob_expr_not_between.cpp,src/sql/engine/expr/ob_expr_not_between.h	196	oceanbase::sql::ObExprNotBetween	yes
src/sql/engine/expr/ob_expr_not_equal	src/sql/engine/expr/ob_expr_not_equal.cpp,src/sql/engine/expr/ob_expr_not_equal.h	94	oceanbase::sql::ObExprNotEqual	yes
src/sql/engine/expr/ob_expr_not_exists	src/sql/engine/expr/ob_expr_not_exists.cpp,src/sql/engine/expr/ob_expr_not_exists.h	116	oceanbase::sql::ObExprNotExists	yes
src/sql/engine/expr/ob_expr_not_in	src/sql/engine/expr/ob_expr_not_in.cpp,src/sql/engine/expr/ob_expr_not_in.h	58	-	yes
src/sql/engine/expr/ob_expr_null_safe_equal	src/sql/engine/expr/ob_expr_null_safe_equal.cpp,src/sql/engine/expr/ob_expr_null_safe_equal.h	224	oceanbase::sql::ObExprNullSafeEqual	yes
src/sql/engine/expr/ob_expr_nullif	src/sql/engine/expr/ob_expr_nullif.cpp,src/sql/engine/expr/ob_expr_nullif.h	469	oceanbase::sql::ObExprNullif	yes
src/sql/engine/expr/ob_expr_nvl	src/sql/engine/expr/ob_expr_nvl.cpp,src/sql/engine/expr/ob_expr_nvl.h	330	oceanbase::sql::ObExprNvl	yes
src/sql/engine/expr/ob_expr_nvl_promotion	src/sql/engine/expr/ob_expr_nvl_promotion.map	931	-	yes
src/sql/engine/expr/ob_expr_obj_access	src/sql/engine/expr/ob_expr_obj_access.cpp,src/sql/engine/expr/ob_expr_obj_access.h	714	oceanbase::sql::ObExprObjAccess	yes
src/sql/engine/expr/ob_expr_object_construct	src/sql/engine/expr/ob_expr_object_construct.cpp,src/sql/engine/expr/ob_expr_object_construct.h	392	oceanbase::sql::ObExprObjectConstruct	yes
src/sql/engine/expr/ob_expr_obversion	src/sql/engine/expr/ob_expr_obversion.cpp,src/sql/engine/expr/ob_expr_obversion.h	111	oceanbase::sql::ObExprObVersion	yes
src/sql/engine/expr/ob_expr_operator	src/query/api/query/engine/expr/ob_expr_operator.h,src/query/api/query/engine/expr/ob_expr_res_type.h,src/sql/engine/expr/ob_expr_operator.cpp,src/sql/engine/expr/ob_expr_operator.h,src/sql/engine/expr/ob_expr_res_type.h	8190	oceanbase::sql::ObExprOperator	yes
src/sql/engine/expr/ob_expr_operator_factory	src/sql/engine/expr/ob_expr_operator_factory.cpp,src/sql/engine/expr/ob_expr_operator_factory.h	1325	oceanbase::sql::ObExprOperatorFactory	yes
src/sql/engine/expr/ob_expr_or	src/sql/engine/expr/ob_expr_or.cpp,src/sql/engine/expr/ob_expr_or.h	319	oceanbase::sql::ObExprOr	yes
src/sql/engine/expr/ob_expr_output_pack	src/sql/engine/expr/ob_expr_output_pack.cpp,src/sql/engine/expr/ob_expr_output_pack.h	570	oceanbase::sql::ObExprOutputPack	yes
src/sql/engine/expr/ob_expr_pad	src/sql/engine/expr/ob_expr_pad.cpp,src/sql/engine/expr/ob_expr_pad.h	183	oceanbase::sql::ObExprPad	yes
src/sql/engine/expr/ob_expr_part_id_pseudo_column	src/sql/engine/expr/ob_expr_part_id_pseudo_column.cpp,src/sql/engine/expr/ob_expr_part_id_pseudo_column.h	120	oceanbase::sql::ObExprPartIdPseudoColumn	yes
src/sql/engine/expr/ob_expr_password	src/sql/engine/expr/ob_expr_password.cpp,src/sql/engine/expr/ob_expr_password.h	164	oceanbase::sql::ObExprPassword	yes
src/sql/engine/expr/ob_expr_period_diff	src/sql/engine/expr/ob_expr_period_diff.cpp,src/sql/engine/expr/ob_expr_period_diff.h	293	oceanbase::sql::ObExprPeriodDiff	yes
src/sql/engine/expr/ob_expr_pi	src/sql/engine/expr/ob_expr_pi.cpp,src/sql/engine/expr/ob_expr_pi.h	111	oceanbase::sql::ObExprPi	yes
src/sql/engine/expr/ob_expr_pl_associative_index	src/sql/engine/expr/ob_expr_pl_associative_index.cpp,src/sql/engine/expr/ob_expr_pl_associative_index.h	204	oceanbase::sql::ObExprPLAssocIndex	yes
src/sql/engine/expr/ob_expr_pl_get_cursor_attr	src/sql/engine/expr/ob_expr_pl_get_cursor_attr.cpp,src/sql/engine/expr/ob_expr_pl_get_cursor_attr.h	346	oceanbase::sql::ObExprPLGetCursorAttr	yes
src/sql/engine/expr/ob_expr_pl_integer_checker	src/sql/engine/expr/ob_expr_pl_integer_checker.cpp,src/sql/engine/expr/ob_expr_pl_integer_checker.h	379	oceanbase::sql::ObExprPLIntegerChecker	yes
src/sql/engine/expr/ob_expr_pl_sqlcode_sqlerrm	src/sql/engine/expr/ob_expr_pl_sqlcode_sqlerrm.cpp,src/sql/engine/expr/ob_expr_pl_sqlcode_sqlerrm.h	229	oceanbase::sql::ObExprPLSQLCodeSQLErrm	yes
src/sql/engine/expr/ob_expr_plsql_variable	src/sql/engine/expr/ob_expr_plsql_variable.cpp,src/sql/engine/expr/ob_expr_plsql_variable.h	339	oceanbase::sql::ObExprPLSQLVariable	yes
src/sql/engine/expr/ob_expr_point	src/sql/engine/expr/ob_expr_point.cpp,src/sql/engine/expr/ob_expr_point.h	230	oceanbase::sql::ObExprPoint	yes
src/sql/engine/expr/ob_expr_position	src/sql/engine/expr/ob_expr_position.cpp,src/sql/engine/expr/ob_expr_position.h	73	oceanbase::sql::ObExprPosition	yes
src/sql/engine/expr/ob_expr_pow	src/sql/engine/expr/ob_expr_pow.cpp,src/sql/engine/expr/ob_expr_pow.h	156	oceanbase::sql::ObExprPow	yes
src/sql/engine/expr/ob_expr_prefix_pattern	src/sql/engine/expr/ob_expr_prefix_pattern.cpp,src/sql/engine/expr/ob_expr_prefix_pattern.h	235	oceanbase::sql::ObExprPrefixPattern	yes
src/sql/engine/expr/ob_expr_priv_st_asewkb	src/sql/engine/expr/ob_expr_priv_st_asewkb.cpp,src/sql/engine/expr/ob_expr_priv_st_asewkb.h	203	oceanbase::sql::ObExprStPrivAsEwkb	yes
src/sql/engine/expr/ob_expr_priv_st_asmvtgeom	src/sql/engine/expr/ob_expr_priv_st_asmvtgeom.cpp,src/sql/engine/expr/ob_expr_priv_st_asmvtgeom.h	538	oceanbase::sql::ObExprPrivSTAsMVTGeom	yes
src/sql/engine/expr/ob_expr_priv_st_clipbybox2d	src/sql/engine/expr/ob_expr_priv_st_clipbybox2d.cpp,src/sql/engine/expr/ob_expr_priv_st_clipbybox2d.h	226	oceanbase::sql::ObExprPrivSTClipByBox2D	yes
src/sql/engine/expr/ob_expr_priv_st_equals	src/sql/engine/expr/ob_expr_priv_st_equals.cpp,src/sql/engine/expr/ob_expr_priv_st_equals.h	197	oceanbase::sql::ObExprPrivSTEquals	yes
src/sql/engine/expr/ob_expr_priv_st_geogfromtext	src/sql/engine/expr/ob_expr_priv_st_geogfromtext.cpp,src/sql/engine/expr/ob_expr_priv_st_geogfromtext.h	196	oceanbase::sql::ObExprPrivSTGeogFromText	yes
src/sql/engine/expr/ob_expr_priv_st_geographyfromtext	src/sql/engine/expr/ob_expr_priv_st_geographyfromtext.cpp,src/sql/engine/expr/ob_expr_priv_st_geographyfromtext.h	94	oceanbase::sql::ObExprPrivSTGeographyFromText	yes
src/sql/engine/expr/ob_expr_priv_st_geohash	src/sql/engine/expr/ob_expr_priv_st_geohash.cpp,src/sql/engine/expr/ob_expr_priv_st_geohash.h	392	oceanbase::sql::ObExprPrivSTGeoHash	yes
src/sql/engine/expr/ob_expr_priv_st_geometrytype	src/sql/engine/expr/ob_expr_priv_st_geometrytype.cpp,src/sql/engine/expr/ob_expr_priv_st_geometrytype.h	151	oceanbase::sql::ObExprPrivSTGeometryType	yes
src/sql/engine/expr/ob_expr_priv_st_iscollection	src/sql/engine/expr/ob_expr_priv_st_iscollection.cpp,src/sql/engine/expr/ob_expr_priv_st_iscollection.h	162	oceanbase::sql::ObExprPrivSTIsCollection	yes
src/sql/engine/expr/ob_expr_priv_st_makeenvelope	src/sql/engine/expr/ob_expr_priv_st_makeenvelope.cpp,src/sql/engine/expr/ob_expr_priv_st_makeenvelope.h	212	oceanbase::sql::ObExprPrivSTMakeEnvelope	yes
src/sql/engine/expr/ob_expr_priv_st_makepoint	src/sql/engine/expr/ob_expr_priv_st_makepoint.cpp,src/sql/engine/expr/ob_expr_priv_st_makepoint.h	190	oceanbase::sql::ObExprPrivSTMakePoint	yes
src/sql/engine/expr/ob_expr_priv_st_makevalid	src/sql/engine/expr/ob_expr_priv_st_makevalid.cpp,src/sql/engine/expr/ob_expr_priv_st_makevalid.h	175	oceanbase::sql::ObExprPrivSTMakeValid	yes
src/sql/engine/expr/ob_expr_priv_st_numinteriorrings	src/sql/engine/expr/ob_expr_priv_st_numinteriorrings.cpp,src/sql/engine/expr/ob_expr_priv_st_numinteriorrings.h	163	oceanbase::sql::ObExprPrivSTNumInteriorRings	yes
src/sql/engine/expr/ob_expr_priv_st_point	src/sql/engine/expr/ob_expr_priv_st_point.cpp,src/sql/engine/expr/ob_expr_priv_st_point.h	273	oceanbase::sql::ObExprPrivSTPoint	yes
src/sql/engine/expr/ob_expr_priv_st_pointonsurface	src/sql/engine/expr/ob_expr_priv_st_pointonsurface.cpp,src/sql/engine/expr/ob_expr_priv_st_pointonsurface.h	187	oceanbase::sql::ObExprPrivSTPointOnSurface	yes
src/sql/engine/expr/ob_expr_priv_st_setsrid	src/sql/engine/expr/ob_expr_priv_st_setsrid.cpp,src/sql/engine/expr/ob_expr_priv_st_setsrid.h	138	oceanbase::sql::ObExprPrivSTSetSRID	yes
src/sql/engine/expr/ob_expr_priv_st_touches	src/sql/engine/expr/ob_expr_priv_st_touches.cpp,src/sql/engine/expr/ob_expr_priv_st_touches.h	214	oceanbase::sql::ObExprPrivSTTouches	yes
src/sql/engine/expr/ob_expr_priv_st_transform	src/sql/engine/expr/ob_expr_priv_st_transform.cpp,src/sql/engine/expr/ob_expr_priv_st_transform.h	288	oceanbase::sql::ObExprPrivSTTransform	yes
src/sql/engine/expr/ob_expr_promotion_util	src/sql/engine/expr/ob_expr_promotion_util.cpp,src/sql/engine/expr/ob_expr_promotion_util.h	123	oceanbase::sql::ObExprPromotionUtil	yes
src/sql/engine/expr/ob_expr_quarter	src/sql/engine/expr/ob_expr_quarter.cpp,src/sql/engine/expr/ob_expr_quarter.h	161	oceanbase::sql::ObExprQuarter	yes
src/sql/engine/expr/ob_expr_quote	src/sql/engine/expr/ob_expr_quote.cpp,src/sql/engine/expr/ob_expr_quote.h	226	oceanbase::sql::ObExprQuote	yes
src/sql/engine/expr/ob_expr_radians	src/sql/engine/expr/ob_expr_radians.cpp,src/sql/engine/expr/ob_expr_radians.h	130	oceanbase::sql::ObExprRadians	yes
src/sql/engine/expr/ob_expr_rand	src/sql/engine/expr/ob_expr_rand.cpp,src/sql/engine/expr/ob_expr_rand.h	261	oceanbase::sql::ObExprRand	yes
src/sql/engine/expr/ob_expr_random	src/sql/engine/expr/ob_expr_random.cpp,src/sql/engine/expr/ob_expr_random.h	255	oceanbase::sql::ObExprRandom	yes
src/sql/engine/expr/ob_expr_random_bytes	src/sql/engine/expr/ob_expr_random_bytes.cpp,src/sql/engine/expr/ob_expr_random_bytes.h	178	oceanbase::sql::ObExprRandomBytes	yes
src/sql/engine/expr/ob_expr_randstr	src/sql/engine/expr/ob_expr_randstr.cpp,src/sql/engine/expr/ob_expr_randstr.h	167	oceanbase::sql::ObExprRandstr	yes
src/sql/engine/expr/ob_expr_regexp	src/sql/engine/expr/ob_expr_regexp.cpp,src/sql/engine/expr/ob_expr_regexp.h	299	oceanbase::sql::ObExprRegexp	yes
src/sql/engine/expr/ob_expr_regexp_context	src/sql/engine/expr/ob_expr_regexp_context.cpp,src/sql/engine/expr/ob_expr_regexp_context.h	954	oceanbase::sql::ObExprRegexContext	yes
src/sql/engine/expr/ob_expr_regexp_instr	src/sql/engine/expr/ob_expr_regexp_instr.cpp,src/sql/engine/expr/ob_expr_regexp_instr.h	344	oceanbase::sql::ObExprRegexpInstr	yes
src/sql/engine/expr/ob_expr_regexp_like	src/sql/engine/expr/ob_expr_regexp_like.cpp,src/sql/engine/expr/ob_expr_regexp_like.h	286	oceanbase::sql::ObExprRegexpLike	yes
src/sql/engine/expr/ob_expr_regexp_replace	src/sql/engine/expr/ob_expr_regexp_replace.cpp,src/sql/engine/expr/ob_expr_regexp_replace.h	416	oceanbase::sql::ObExprRegexpReplace	yes
src/sql/engine/expr/ob_expr_regexp_substr	src/sql/engine/expr/ob_expr_regexp_substr.cpp,src/sql/engine/expr/ob_expr_regexp_substr.h	378	oceanbase::sql::ObExprRegexpSubstr	yes
src/sql/engine/expr/ob_expr_relational_cmp_type	src/sql/engine/expr/ob_expr_relational_cmp_type.map	2030	-	yes
src/sql/engine/expr/ob_expr_relational_equal_type	src/sql/engine/expr/ob_expr_relational_equal_type.map	51	-	yes
src/sql/engine/expr/ob_expr_relational_result_type	src/sql/engine/expr/ob_expr_relational_result_type.map	2008	-	yes
src/sql/engine/expr/ob_expr_remove_const	src/sql/engine/expr/ob_expr_remove_const.cpp,src/sql/engine/expr/ob_expr_remove_const.h	129	oceanbase::sql::ObExprRemoveConst	yes
src/sql/engine/expr/ob_expr_repeat	src/sql/engine/expr/ob_expr_repeat.cpp,src/sql/engine/expr/ob_expr_repeat.h	365	oceanbase::sql::ObExprRepeat	yes
src/sql/engine/expr/ob_expr_replace	src/sql/engine/expr/ob_expr_replace.cpp,src/sql/engine/expr/ob_expr_replace.h	331	oceanbase::sql::ObExprReplace	yes
src/sql/engine/expr/ob_expr_res_type_map	src/sql/engine/expr/ob_expr_res_type_map.cpp,src/sql/engine/expr/ob_expr_res_type_map.h	488	oceanbase::sql::ObArithResultTypeMap	yes
src/sql/engine/expr/ob_expr_result_type_util	src/sql/engine/expr/ob_expr_result_type_util.cpp,src/sql/engine/expr/ob_expr_result_type_util.h	1048	oceanbase::sql::ObExprResultTypeUtil	yes
src/sql/engine/expr/ob_expr_reverse	src/sql/engine/expr/ob_expr_reverse.cpp,src/sql/engine/expr/ob_expr_reverse.h	271	oceanbase::sql::ObExprReverse	yes
src/sql/engine/expr/ob_expr_right	src/sql/engine/expr/ob_expr_right.cpp,src/sql/engine/expr/ob_expr_right.h	159	oceanbase::sql::ObExprRight	yes
src/sql/engine/expr/ob_expr_round_result_type	src/sql/engine/expr/ob_expr_round_result_type.map	47	-	yes
src/sql/engine/expr/ob_expr_row_count	src/sql/engine/expr/ob_expr_row_count.cpp,src/sql/engine/expr/ob_expr_row_count.h	112	oceanbase::sql::ObExprRowCount	yes
src/sql/engine/expr/ob_expr_rpc_port	src/sql/engine/expr/ob_expr_rpc_port.cpp,src/sql/engine/expr/ob_expr_rpc_port.h	112	oceanbase::sql::ObExprRpcPort	yes
src/sql/engine/expr/ob_expr_scn_to_timestamp	src/sql/engine/expr/ob_expr_scn_to_timestamp.cpp,src/sql/engine/expr/ob_expr_scn_to_timestamp.h	149	oceanbase::sql::ObExprScnToTimestamp	yes
src/sql/engine/expr/ob_expr_semantic_distance	src/sql/engine/expr/ob_expr_semantic_distance.cpp,src/sql/engine/expr/ob_expr_semantic_distance.h	232	oceanbase::sql::ObExprSemanticDistance	yes
src/sql/engine/expr/ob_expr_sha	src/sql/engine/expr/ob_expr_sha.cpp,src/sql/engine/expr/ob_expr_sha.h	314	oceanbase::sql::ObExprSha	yes
src/sql/engine/expr/ob_expr_shadow_uk_project	src/sql/engine/expr/ob_expr_shadow_uk_project.cpp,src/sql/engine/expr/ob_expr_shadow_uk_project.h	125	oceanbase::sql::ObExprShadowUKProject	yes
src/sql/engine/expr/ob_expr_sign	src/sql/engine/expr/ob_expr_sign.cpp,src/sql/engine/expr/ob_expr_sign.h	196	oceanbase::sql::ObExprSign	yes
src/sql/engine/expr/ob_expr_sin	src/sql/engine/expr/ob_expr_sin.cpp,src/sql/engine/expr/ob_expr_sin.h	107	oceanbase::sql::ObExprSin	yes
src/sql/engine/expr/ob_expr_soundex	src/sql/engine/expr/ob_expr_soundex.cpp,src/sql/engine/expr/ob_expr_soundex.h	467	oceanbase::sql::ObExprSoundex	yes
src/sql/engine/expr/ob_expr_space	src/sql/engine/expr/ob_expr_space.cpp,src/sql/engine/expr/ob_expr_space.h	227	oceanbase::sql::ObExprSpace	yes
src/sql/engine/expr/ob_expr_spatial_cellid	src/sql/engine/expr/ob_expr_spatial_cellid.cpp,src/sql/engine/expr/ob_expr_spatial_cellid.h	136	oceanbase::sql::ObExprSpatialCellid	yes
src/sql/engine/expr/ob_expr_spatial_collection	src/sql/engine/expr/ob_expr_spatial_collection.cpp,src/sql/engine/expr/ob_expr_spatial_collection.h	729	oceanbase::sql::ObExprSpatialCollection	yes
src/sql/engine/expr/ob_expr_spatial_mbr	src/sql/engine/expr/ob_expr_spatial_mbr.cpp,src/sql/engine/expr/ob_expr_spatial_mbr.h	138	oceanbase::sql::ObExprSpatialMbr	yes
src/sql/engine/expr/ob_expr_spiv_dim	src/sql/engine/expr/ob_expr_spiv_dim.cpp,src/sql/engine/expr/ob_expr_spiv_dim.h	139	oceanbase::sql::ObExprSpivDim	yes
src/sql/engine/expr/ob_expr_spiv_value	src/sql/engine/expr/ob_expr_spiv_value.cpp,src/sql/engine/expr/ob_expr_spiv_value.h	138	oceanbase::sql::ObExprSpivValue	yes
src/sql/engine/expr/ob_expr_split_part	src/sql/engine/expr/ob_expr_split_part.cpp,src/sql/engine/expr/ob_expr_split_part.h	283	oceanbase::sql::ObExprSplitPart	yes
src/sql/engine/expr/ob_expr_sql_mode_convert	src/sql/engine/expr/ob_expr_sql_mode_convert.cpp,src/sql/engine/expr/ob_expr_sql_mode_convert.h	124	oceanbase::sql::ObExprSqlModeConvert	yes
src/sql/engine/expr/ob_expr_sql_udt_utils	src/sql/engine/expr/ob_expr_sql_udt_utils.cpp,src/sql/engine/expr/ob_expr_sql_udt_utils.h	509	oceanbase::sql::ObSqlUdtUtils	yes
src/sql/engine/expr/ob_expr_sqrt	src/sql/engine/expr/ob_expr_sqrt.cpp,src/sql/engine/expr/ob_expr_sqrt.h	159	oceanbase::sql::ObExprSqrt	yes
src/sql/engine/expr/ob_expr_st_area	src/sql/engine/expr/ob_expr_st_area.cpp,src/sql/engine/expr/ob_expr_st_area.h	161	oceanbase::sql::ObExprSTArea	yes
src/sql/engine/expr/ob_expr_st_asewkt	src/sql/engine/expr/ob_expr_st_asewkt.cpp,src/sql/engine/expr/ob_expr_st_asewkt.h	241	oceanbase::sql::ObExprPrivSTAsEwkt	yes
src/sql/engine/expr/ob_expr_st_asgeojson	src/sql/engine/expr/ob_expr_st_asgeojson.cpp,src/sql/engine/expr/ob_expr_st_asgeojson.h	233	oceanbase::sql::ObExprSTAsGeoJson	yes
src/sql/engine/expr/ob_expr_st_astext	src/sql/engine/expr/ob_expr_st_astext.cpp,src/sql/engine/expr/ob_expr_st_astext.h	316	oceanbase::sql::ObExprSTAsText	yes
src/sql/engine/expr/ob_expr_st_aswkb	src/sql/engine/expr/ob_expr_st_aswkb.cpp,src/sql/engine/expr/ob_expr_st_aswkb.h	347	oceanbase::sql::ObExprSTAsWkb	yes
src/sql/engine/expr/ob_expr_st_bestsrid	src/sql/engine/expr/ob_expr_st_bestsrid.cpp,src/sql/engine/expr/ob_expr_st_bestsrid.h	217	oceanbase::sql::ObExprPrivSTBestsrid	yes
src/sql/engine/expr/ob_expr_st_buffer	src/sql/engine/expr/ob_expr_st_buffer.cpp,src/sql/engine/expr/ob_expr_st_buffer.h	952	oceanbase::sql::ObExprSTBuffer	yes
src/sql/engine/expr/ob_expr_st_centroid	src/sql/engine/expr/ob_expr_st_centroid.cpp,src/sql/engine/expr/ob_expr_st_centroid.h	189	oceanbase::sql::ObExprSTCentroid	yes
src/sql/engine/expr/ob_expr_st_contains	src/sql/engine/expr/ob_expr_st_contains.cpp,src/sql/engine/expr/ob_expr_st_contains.h	240	oceanbase::sql::ObExprSTContains	yes
src/sql/engine/expr/ob_expr_st_covers	src/sql/engine/expr/ob_expr_st_covers.cpp,src/sql/engine/expr/ob_expr_st_covers.h	282	oceanbase::sql::ObExprPrivSTCovers	yes
src/sql/engine/expr/ob_expr_st_crosses	src/sql/engine/expr/ob_expr_st_crosses.cpp,src/sql/engine/expr/ob_expr_st_crosses.h	228	oceanbase::sql::ObExprSTCrosses	yes
src/sql/engine/expr/ob_expr_st_difference	src/sql/engine/expr/ob_expr_st_difference.cpp,src/sql/engine/expr/ob_expr_st_difference.h	279	oceanbase::sql::ObExprSTDifference	yes
src/sql/engine/expr/ob_expr_st_distance	src/sql/engine/expr/ob_expr_st_distance.cpp,src/sql/engine/expr/ob_expr_st_distance.h	217	oceanbase::sql::ObExprSTDistance	yes
src/sql/engine/expr/ob_expr_st_distance_sphere	src/sql/engine/expr/ob_expr_st_distance_sphere.cpp,src/sql/engine/expr/ob_expr_st_distance_sphere.h	267	oceanbase::sql::ObExprSTDistanceSphere	yes
src/sql/engine/expr/ob_expr_st_dwithin	src/sql/engine/expr/ob_expr_st_dwithin.cpp,src/sql/engine/expr/ob_expr_st_dwithin.h	256	oceanbase::sql::ObExprPrivSTDWithin	yes
src/sql/engine/expr/ob_expr_st_geometryfromtext	src/sql/engine/expr/ob_expr_st_geometryfromtext.cpp,src/sql/engine/expr/ob_expr_st_geometryfromtext.h	98	oceanbase::sql::ObExprSTGeometryFromText	yes
src/sql/engine/expr/ob_expr_st_geomfromewkb	src/sql/engine/expr/ob_expr_st_geomfromewkb.cpp,src/sql/engine/expr/ob_expr_st_geomfromewkb.h	347	oceanbase::sql::ObExprPrivSTGeomFromEWKB	yes
src/sql/engine/expr/ob_expr_st_geomfromewkt	src/sql/engine/expr/ob_expr_st_geomfromewkt.cpp,src/sql/engine/expr/ob_expr_st_geomfromewkt.h	191	oceanbase::sql::ObExprPrivSTGeomFromEwkt	yes
src/sql/engine/expr/ob_expr_st_geomfromtext	src/sql/engine/expr/ob_expr_st_geomfromtext.cpp,src/sql/engine/expr/ob_expr_st_geomfromtext.h	274	oceanbase::sql::ObExprSTGeomFromText	yes
src/sql/engine/expr/ob_expr_st_geomfromwkb	src/sql/engine/expr/ob_expr_st_geomfromwkb.cpp,src/sql/engine/expr/ob_expr_st_geomfromwkb.h	411	oceanbase::sql::ObExprSTGeomFromWKB	yes
src/sql/engine/expr/ob_expr_st_intersects	src/sql/engine/expr/ob_expr_st_intersects.cpp,src/sql/engine/expr/ob_expr_st_intersects.h	209	oceanbase::sql::ObExprSTIntersects	yes
src/sql/engine/expr/ob_expr_st_isvalid	src/sql/engine/expr/ob_expr_st_isvalid.cpp,src/sql/engine/expr/ob_expr_st_isvalid.h	159	oceanbase::sql::ObExprSTIsValid	yes
src/sql/engine/expr/ob_expr_st_length	src/sql/engine/expr/ob_expr_st_length.cpp,src/sql/engine/expr/ob_expr_st_length.h	185	oceanbase::sql::ObExprSTLength	yes
src/sql/engine/expr/ob_expr_st_overlaps	src/sql/engine/expr/ob_expr_st_overlaps.cpp,src/sql/engine/expr/ob_expr_st_overlaps.h	230	oceanbase::sql::ObExprSTOverlaps	yes
src/sql/engine/expr/ob_expr_st_srid	src/sql/engine/expr/ob_expr_st_srid.cpp,src/sql/engine/expr/ob_expr_st_srid.h	227	oceanbase::sql::ObExprSTSRID	yes
src/sql/engine/expr/ob_expr_st_symdifference	src/sql/engine/expr/ob_expr_st_symdifference.cpp,src/sql/engine/expr/ob_expr_st_symdifference.h	255	oceanbase::sql::ObExprSTSymDifference	yes
src/sql/engine/expr/ob_expr_st_transform	src/sql/engine/expr/ob_expr_st_transform.cpp,src/sql/engine/expr/ob_expr_st_transform.h	253	oceanbase::sql::ObExprSTTransform	yes
src/sql/engine/expr/ob_expr_st_union	src/sql/engine/expr/ob_expr_st_union.cpp,src/sql/engine/expr/ob_expr_st_union.h	271	oceanbase::sql::ObExprSTUnion	yes
